dwd_id,wmo_id,name
1161,P522,Eichstätt-Landershofen
2700,P532,Kösching
6312,P542,Markt Erlbach-Mosbach
7075,P548,Elsendorf-Horneck
1578,P549,Geisenfeld-Eichelberg
13676,P551,Langquaid-Oberschneidhart
3147,P555,Mallersdorf-Pfaffenberg/Niederbayern
2294,P557,Hohenthann
589,P571,Bogen-Pfelling
3271,P572,Metten
6191,P581,Kirchberg/Niederbayern -Zell
6161,P585,Osterhofen-Thundorf
4354,P586,Saldenburg-Entschenreuth
1735,P594,Grainet-Rehberg
2376,P597,Büchlberg-Tannöd
4755,P599,Sonnen
983,P602,Dillingen/Donau-Fristingen
1886,P606,Günzburg
2792,P618,Diedorf/Schwaben-Biburg
4065,P621,Rain am Lech-Wallerdorf
4567,P627,Schrobenhausen
142,P629,Altomünster-Maisbrunn
4441,P637,Scheyern
5470,P639,Fahrenzhausen
4946,P642,Schweitenkirchen-Sünzhausen
3435,P645,Nandlstadt
13710,P655,Landshut-Reithof
3722,P659,Oberschleißheim
3607,P661,Loiching
3153,P663,Mamming-Schneiderberg
5230,P666,Vilsbiburg
1332,P674,"Falkenberg,Kr.Rottal-Inn"
5721,P678,Wurmannsquick-Egelsberg
73,P681,Aldersbach-Kriestorf
3919,P687,Pfarrkirchen
13932,P688,Rotthalmünster (Landwirtschaftsamt)
3960,P689,Pocking
5161,P699,Untergriesbach-Glotzing
5444,P702,Weißenhorn-Oberreichenbach
6346,P741,Maisach-Galgen
3438,P760,Nassenfels
2416,P765,Isen-Westach
1103,P768,Ebersberg-Halbing
5123,P785,Tüßling
1237,P788,Tacherting-Spreit
4706,P794,Simbach/Inn
3244,P801,Memmingen
3849,P803,Ottobeuren
217,P804,Attenkam
15555,P817,Kaufbeuren-Oberbeuren
5169,P818,Kraftisried
2387,P821,Buchloe
5227,P824,Vilgertshofen-Pflugdorf
4850,P829,Steingaden-Lauterbach
7431,P830,Oberhaching-Laufzorn
5538,P831,Wielenbach (Demollstr.)
4413,P846,Schäftlarn-Kloster Schäftlarn
2319,P856,Holzkirchen
1844,P862,Feldkirchen-Westerham-Lenzmühle
2415,P870,Irschenberg-Kasthub
6211,P873,Vogtareuth (Kläranlage)
154,P874,Amerang-Pfaffing
857,P875,Chiemsee-Herrenchiemsee
4261,P877,Rosenheim
5111,P881,Trostberg
4704,P887,Sigmarszell-Zeisertsweiler
5276,P892,Waging am See
5000,P893,Teisendorf
2573,P894,Waging am See-Schnöbling
15520,P900,Frasdorf-Greimelberg
6102,P903,Lindau (SWN)
7105,P904,Siegsdorf-Höll
3714,P908,Oberreute
2405,P914,Immenstadt-Reute
275,P916,Balderschwang
3857,P924,Oy-Mittelberg-Petersthal
15214,P935,Halblech-Bayerniederhofen
2708,P942,"Kohlgrub, Bad (Rosshof)"
3677,P944,Oberammergau
808,P946,"Mehring, Kr. Altötting-Niederholz"
3307,P948,Mittenwald-Buckelwiesen
6103,P949,Mittenwald/Obb.
6257,P956,Jachenau-Tannern
2740,P958,Kreuth-Glashütte
5262,P960,Waakirchen-Demmelberg
4617,P966,Obere Firstalm/Schlierseer Berge
653,P971,Brannenburg-Degerndorf
205,P974,Aschau-Stein
3679,P975,Kiefersfelden-Gach
5941,P982,Reit im Winkl
7424,P991,Piding
3192,P994,Marktschellenberg
6203,P995,Ramsau-Schwarzeck/Schmuck
6190,P996,Berchtesgaden
15514,Q017,Heidelberg-Kurpfalzhof
3448,Q027,Neckargemünd-Kleingemünd
7104,Q033,Königheim
1216,Q047,Elztal-Rittersbach
5327,Q053,Walldürn
755,Q055,"Buchen, Kr. Neckar-Odenwald"
7429,Q059,Seckach
4881,Q060,Stockach
6275,Q061,Notzingen
7187,Q062,Freudenberg/Main-Boxtal
2880,Q066,Lauda-Königshofen-Heckfeld
3257,Q076,"Mergentheim, Bad-Neunkirchen"
5275,Q104,Waghäusel-Kirrlach
6260,Q165,Ingelfingen-Stachenhausen
2787,Q171,Kupferzell-Rechbach
3734,Q242,Obersulm-Willsbach
15547,Q243,Heilbronn/Neckar
5711,Q261,Wüstenrot-Oberheimbach
2575,Q292,Kirchberg/Jagst-Herboldshausen
4880,Q295,Stimpfach-Weipertshofen
5559,Q318,"Wildbad, Bad-Calmbach"
3925,Q332,Pforzheim-Ispringen
731,Q333,Bruchsal-Heidelsheim
20,Q334,Abtsgmünd-Untergröningen
4349,Q341,Sachsenheim
6259,Q351,Großerlach-Mannenweiler
10510,Q375,Winterbach/Remstal
6262,Q378,Schwäbisch Gmünd-Weiler
1197,Q382,Ellwangen-Rindelbach
13698,Q395,Lauchheim (Berghof)
4169,Q404,Rheinau-Memprechtshofen
2546,Q408,Kehl-Odelshofen
4315,Q409,Baiersbronn-Ruhestein
2349,Q410,Hornisgrinde
257,Q411,Baden-Baden-Geroldsau
2388,Q412,Ihringen
4710,Q425,Simmersfeld
5562,Q437,Neubulach-Oberhaugstett
4160,Q440,Renningen-Ihinger Hof
279,Q461,Baltmannsweiler-Hohengehren
13716,Q481,Blumberg-Randen
301,Q482,Bartholomä
7331,Q485,Hermaringen-Allewind
3440,Q491,Nattheim-Fleinheim
1089,Q511,Durbach-Ebersweier
1602,Q518,Ohlsbach
269,Q522,Baiersbronn-Mitteltal
4294,Q554,Rottenburg-Kiebingen
3278,Q561,Metzingen
5511,Q574,Westerheim
2814,Q579,Merklingen
5664,Q622,Wolfach
1937,Q642,Haigerloch-Weildorf
2074,Q651,Hechingen
7138,Q655,Burladingen-Hausen
2292,Q663,Hohenstein-Bernloch
3402,Q671,Münsingen-Apfelstetten
3418,Q679,Ehingen-Kirchen
1224,Q702,Emmendingen-Mundingen
5453,Q703,Weisweil-Waldeckhof
1214,Q712,Elzach-Fisnacht
2159,Q713,Herrenberg
2050,Q715,Haslach im Kinzigtal
4712,Q716,Simonswald-Obersimonswald
1290,Q731,Eschbronn-Mariazell
4300,Q733,Rottweil
5229,Q738,Villingen-Schwenningen
3519,Q739,Neuhausen ob Eck-Unterschwandorf
13965,Q740,Balingen-Bronnhaupten
2850,Q762,Langenenslingen-Ittenhausen
3247,Q763,Mengen-Ennetach
4189,Q771,"Altheim, Kreis Biberach"
13715,Q786,Biberach an der Riß-Bergerhausen
4703,Q788,Sigmaringen-Laiz
931,Q790,Deggenhausertal-Azenweiler
15478,Q794,Dietenheim
757,Q811,Buchenbach
684,Q813,Breitnau
1176,Q822,Eisenbach
2953,Q823,Lenzkirch-Ruhbühl
5688,Q824,Dachsberg-Wolpadingen
5688,Q824,Dachsberg-Wolpadingen
1584,Q848,Geisingen
3927,Q864,Pfullendorf
11,Q870,Donaueschingen (Landeplatz)
4094,Q879,"Weingarten, Kr. Ravensburg"
15810,Q880,Aulendorf-Blönried
5319,Q885,"Waldsee, Bad-Reute"
259,Q887,Müllheim
5724,Q891,Rot an der Rot-Buch
7322,Q902,Malsburg-Marzell
2377,Q903,Kandern-Gupf
4175,Q909,Rheinfelden
5059,Q911,Todtmoos
1013,Q913,Dogern
498,Q922,Ühlingen-Birkendorf
5412,Q925,Weilheim-Bierbronnen
5731,Q926,Wutöschingen-Ofteringen
6263,Q942,Singen
6099,Q945,Gailingen
1711,Q946,Gottmadingen
6107,Q951,Sipplingen (SWN)
1490,Q976,Friedrichshafen
6258,Q978,Friedrichshafen-Unterraderach
7382,Q999,Wangen/Allgäu-Schwaderberg
